OBJECTID,NAME,XCoord,YCoord,LATIT,LONGI,
14272,Saint Landry Extended Care Hospital,-92.0796928,30.4715111,30.471511,-92.079693,
14273,Saint Patrick's Psychiatric Hospital,-92.0703989,32.5788896,32.57889,-92.070399,
14274,Saint Theresa Specialty Hospital Main Campus - Kenner,-90.2715972,30.0275458,30.027546,-90.271597,
14275,Stonewall Hospital,-93.8215111,32.2773447,32.277345,-93.821511,
14276,Villa Feliciana Medical Complex,-91.1581438,30.8289106,30.828911,-91.158144,
14277,Westend Hospital,-92.6779605,30.2319743,30.231974,-92.67796,
14278,Willis - Knighton Bossier Health Center,-93.7180702,32.558413,32.558413,-93.71807,
14279,Willis - Knighton Pierremont Health Center,-93.7093477,32.4317479,32.431748,-93.709348,
14280,Woodlands Behavioral Center,-92.6527305,31.92979,31.92979,-92.65273,
14281,LifeCare Hospitals of Shreveport - North Campus,-93.7778352,32.4820202,32.48202,-93.777835,
14282,LifeCare Hospitals of Shreveport Pierremont Campus,-93.7083234,32.4323166,32.432317,-93.708323,
14283,Ochsner Health Center Central,-91.0325987,30.5521223,30.552122,-91.032599,
14284,Ochsner Health Center Slidell,-89.7254443,30.2904264,30.290426,-89.725444,
14285,Our Lady of Lourdes Regional Medical Center,-92.0365945,30.1505757,30.150576,-92.036594,
14286,Oceans Behavioral Hospital of Kentwood Hammond - Intensive Outpatient Program,-90.4789333,30.4764119,30.476412,-90.478933,
14287,Ochsner Health Center Hammond,-90.4564009,30.4650121,30.465012,-90.456401,
14288,Ochsner Health Center - Covington,-90.1422131,30.4495527,30.449553,-90.142213,
14289,Grace Health and Rehabilitation Center,-91.0005931,30.837164,30.837164,-91.000593,
14290,Long Term Acute Care of Louisiana Abbeville Campus,-92.1075657,29.973782,29.973782,-92.107566,
14291,Seaside Healthcare,-93.7358404,32.4184879,32.418488,-93.73584,
14292,Beacon Behavioral Health,-91.070849,30.4271783,30.427178,-91.070849,
14293,Beacon Behavioral Health,-90.0852727,30.3991543,30.399154,-90.085273,
14294,Beacon Behavioral Health,-90.1537864,30.0078726,30.007873,-90.153786,
14295,Ochsner Health Center Abita Springs,-90.0383111,30.4778544,30.477854,-90.038311,
14296,Christus Schumpert First Care,-93.7145601,32.5559704,32.55597,-93.71456,
14297,Roger Williams Medical Center,-71.4351217,41.8348902,41.83489,-71.435122,
14298,Rehabilitation Hospital of Rhode Island,-71.5127938,41.9815741,41.981574,-71.512794,
14299,Eleanor Slater Hospital,-71.4671319,41.7463026,41.746303,-71.467132,
14300,Southern New England Rehabilitation Center,-71.4595213,41.8559209,41.855921,-71.459521,
14301,Central Arkansas Veterans Healthcare System John L McClellan Memorial Veterans Hospital,-92.320368,34.7462936,34.746294,-92.320368,
14302,Aquarian Garden Holistic Wellness Center,-90.2040088,43.858026,43.858026,-90.204009,
14303,Kansas Medical Center,-97.1473461,37.7243548,37.724355,-97.147346,
14304,Sedgwick County Health Center,-102.268645,40.9940726,40.994073,-102.268645,
14305,Delta County Memorial Hospital,-108.0470322,38.7449662,38.744966,-108.047032,
14306,Aspen Valley Hospital,-106.839406,39.190557,39.190557,-106.839406,
14307,Saint Vincent Hospital,-106.3036703,39.2452408,39.245241,-106.30367,
14308,Spanish Peaks Regional Health Center,-104.8309914,37.6004844,37.600484,-104.830991,
14309,Poudre Valley Hospital,-105.0567906,40.5717289,40.571729,-105.056791,
14310,Southern Colorado Clinic Urgent Care,-104.6591984,38.3098933,38.309893,-104.659198,
14311,Southern Colorado Clinic Urgent Care,-104.6618642,38.2331674,38.233167,-104.661864,
14312,Yuma District Hospital,-102.7368678,40.1204386,40.120439,-102.736868,
14313,Rio Grande Hospital,-106.3638127,37.6743218,37.674322,-106.363813,
14314,Rangely District Hospital,-108.8069272,40.0787711,40.078771,-108.806927,
14315,Haxtun Hospital,-102.6310577,40.6418469,40.641847,-102.631058,
14316,Keefe Memorial Hospital,-102.3550551,38.8257038,38.825704,-102.355055,
14317,Prowers Medical Center,-102.609976,38.0705274,38.070527,-102.609976,
14318,San Luis Health Center,-105.4279381,37.1979081,37.197908,-105.427938,
14319,Memorial Hospital Central,-104.7996954,38.8397207,38.839721,-104.799695,
14320,Lincoln Community Hospital,-103.4735163,39.1385014,39.138501,-103.473516,
14321,Weisbrod Memorial County Hospital,-102.7847752,38.480348,38.480348,-102.784775,
14322,Estes Park Medical Center,-105.5151569,40.3714993,40.371499,-105.515157,
14323,Melissa Memorial Hospital,-102.2898973,40.5791792,40.579179,-102.289897,
14324,Family Health West Hospital,-108.7365766,39.1636635,39.163664,-108.736577,
14325,Wray Community District Hospital,-102.2349405,40.0762585,40.076259,-102.23494,
14326,Pioneers Medical Center,-107.9113127,40.0416693,40.041669,-107.911313,
14327,East Morgan County Hospital,-103.649511,40.2557002,40.2557,-103.649511,
14328,Grand Junction Veterans Affairs Medical Center,-108.5404707,39.0768906,39.076891,-108.540471,
14329,Heart of the Rockies Regional Medical Center,-106.0088246,38.5431724,38.543172,-106.008825,
14330,Saint Thomas More Hospital,-105.230741,38.4552512,38.455251,-105.230741,
14331,Sterling Regional Medical Center,-103.2207467,40.6125994,40.612599,-103.220747,
14332,Vail Valley Medical Center,-106.3823728,39.6432401,39.64324,-106.382373,
14333,Penrose Hospital - Saint Francis Heath Services,-104.8229499,38.8653921,38.865392,-104.82295,
14334,Colorado Plains Medical Center,-103.7955376,40.2597743,40.259774,-103.795538,
14335,Grand River Hospital and Medical Center,-107.7701614,39.5214133,39.521413,-107.770161,
14336,Southeast Colorado Hospital,-102.61254,37.40461,37.40461,-102.61254,
14337,Community Hospital,-108.6146895,39.1051499,39.10515,-108.614689,
14338,Yampa Valley Medical Center,-106.8147935,40.4632199,40.46322,-106.814793,
14339,Animas Surgical Hospital,-107.8707476,37.2480448,37.248045,-107.870748,
14340,Mantey Heights Rehabilitation and Care Center,-108.5297286,39.0911919,39.091192,-108.529729,
14341,Colorado West Regional Mental Health Psychiatric Hospital,-108.5202529,39.0792137,39.079214,-108.520253,
14342,The Memorial Hospital Rehabilitation Center,-107.5604751,40.515302,40.515302,-107.560475,
14343,Middle Park Medical Center - Granby Campus,-105.9259387,40.0758107,40.075811,-105.925939,
14344,Saint Anthony Summit Medical Center,-106.0778476,39.5693868,39.569387,-106.077848,
14345,Pikes Peak Regional Hospital,-105.0740866,38.9743551,38.974355,-105.074087,
14346,Saint Francis Medical Center,-104.7174659,38.9385084,38.938508,-104.717466,
14347,Select Long Term Care Hospital Colorado Springs,-104.7172858,38.9384614,38.938461,-104.717286,
14348,Memorial Hospital for Children,-104.798691,38.8394913,38.839491,-104.798691,
14349,HealthSouth Rehabilitation Hospital of Colorado Springs,-104.7913337,38.8280119,38.828012,-104.791334,
14350,Memorial Hospital North,-104.7551094,38.9668363,38.966836,-104.755109,
14351,Penrose Urgent Care at Cripple Creek,-105.2072744,38.7859567,38.785957,-105.207274,
14352,Centre Avenue Health and Rehabilitation,-105.0915196,40.5553943,40.555394,-105.09152,
14353,Mountain Crest Regional Behavioral Healthcare Center,-105.0280583,40.5219967,40.521997,-105.028058,
14354,Medical Center of the Rockies,-104.9968465,40.4158909,40.415891,-104.996846,
14355,Northern Colorado Rehabilitation Hospital,-104.9712499,40.4062587,40.406259,-104.97125,
14356,West Pines Behavioral Health Care,-105.0880883,39.7649812,39.764981,-105.088088,
14357,Children's Hospital Colorado Specialty Care Suite 230,-105.0892947,39.7658466,39.765847,-105.089295,
14358,Saint Anthony Hospital and Medical Center,-105.12898,39.7164738,39.716474,-105.12898,
14359,Children's Hospital Colorado at Parker Adventist Hospital,-104.7704435,39.5480965,39.548097,-104.770443,
14360,Select Specialty Hospital Denver South Campus,-104.9742468,39.6703632,39.670363,-104.974247,
14361,OrthoColorado Hospital,-105.1286977,39.7162679,39.716268,-105.128698,
14362,Select Specialty Hospital Denver Campus,-104.9678204,39.7466941,39.746694,-104.96782,
14363,Parker Adventist Children's Hospital Colorado Specialty Care Suite 300,-104.7692338,39.5484556,39.548456,-104.769234,
14364,Children's Hospital Colorado Center for Cancer and Blood Disorders,-104.9869465,39.5772912,39.577291,-104.986946,
14365,Children's Hospital Colorado Center for Cancer and Blood Disorders,-104.8172192,38.8608402,38.86084,-104.817219,
14366,Durango Urgent Care,-107.8746725,37.2925394,37.292539,-107.874672,
14367,Pagosa Springs Medical Center,-107.0783619,37.2520819,37.252082,-107.078362,
14368,Custer County Medical Center,-105.4622397,38.1328979,38.132898,-105.46224,
14369,Duncan Regional Hospital,-97.9760663,34.5207231,34.520723,-97.976066,
14370,Seiling Municipal Hospital and Medical Clinic,-98.9230304,36.1547378,36.154738,-98.92303,
14371,Brookhaven Hospital,-95.8495907,36.1581934,36.158193,-95.849591,
14372,Oklahoma State University Medical Center,-95.9995271,36.1469129,36.146913,-95.999527,
14373,Mercy Hospital Logan County,-97.4620854,35.8762441,35.876244,-97.462085,
14374,Oklahoma City Veterans Affairs Medical Center,-97.4964968,35.4828001,35.4828,-97.496497,
14375,Woodward Regional Hospital,-99.3999963,36.4375905,36.437591,-99.399996,
14376,Fairview Regional Medical Center,-98.4745774,36.2760126,36.276013,-98.474577,
14377,Midwest Regional Medical Center,-97.3943355,35.4672935,35.467294,-97.394335,
14378,Central Oklahoma Community Mental Health,-97.4277616,35.2190366,35.219037,-97.427762,
14379,Intensiva Hospital of Oklahoma,-97.5762559,35.5293133,35.529313,-97.576256,
14380,Saint Anthony Shawnee Hospital,-96.9374236,35.3629088,35.362909,-96.937424,
14381,Alliance Health Ponca City,-97.0683896,36.7247784,36.724778,-97.06839,
14382,Holdenville General Hospital,-96.3787354,35.0890319,35.089032,-96.378735,
14383,Cleveland Area Hospital,-96.4817886,36.3093083,36.309308,-96.481789,
14384,AMG Specialty Hospital - Edmond,-97.4654615,35.6448645,35.644865,-97.465461,
14385,Doctors Hospital,-95.9394183,36.129138,36.129138,-95.939418,
14386,Laureate Psychiatric Clinic and Hospital,-95.9204688,36.0665624,36.066562,-95.920469,
14387,Sayre Memorial Hospital,-99.6255892,35.3131645,35.313165,-99.625589,
14388,Muscogee Creek Nation Medical Center,-95.9523739,35.6112288,35.611229,-95.952374,
14389,Epic Medical Center,-95.5918278,35.3109443,35.310944,-95.591828,
14390,Shadow Mountain Behavioral Health System,-95.9056992,36.0727401,36.07274,-95.905699,
14391,Integris Marshall County Medical Center,-96.7777759,34.080952,34.080952,-96.777776,
14392,Norman Regional Hospital,-97.4400098,35.2300773,35.230077,-97.44001,
14393,Saint Francis Hospital Broken Arrow,-95.9193242,36.0720503,36.07205,-95.919324,
14394,Wagoner Community Hospital,-95.3920698,35.9619384,35.961938,-95.39207,
14395,Integris Clinton Regional Hospital,-98.9977258,35.5147961,35.514796,-98.997726,
14396,Mercy Health Love County,-97.1309921,33.9430326,33.943033,-97.130992,
14397,Fairfax Community Hospital,-96.7068862,36.5634015,36.563402,-96.706886,
14398,Cordell Memorial Hospital,-98.9881646,35.3027236,35.302724,-98.988165,
14399,Pushmataha Hospital,-95.6148831,34.2312342,34.231234,-95.614883,
14400,Stillwater Medical Center,-97.075279,36.1150678,36.115068,-97.075279,
14401,Share Medical Center,-98.6712486,36.787317,36.787317,-98.671249,
14402,Hillcrest Specialty Hospital,-95.9536827,36.0432874,36.043287,-95.953683,
14403,Roger Mills Memorial Hospital,-99.6715156,35.6094528,35.609453,-99.671516,
14404,Jane Phillips Nowata Health Center,-95.6302568,36.6965381,36.696538,-95.630257,
14405,Pauls Valley General Hospital,-97.2147239,34.7193581,34.719358,-97.214724,
14406,Oklahoma University Medical Center Edmond,-97.4615781,35.6543173,35.654317,-97.461578,
14407,Cancer Treatment Center,-95.9536015,36.0434658,36.043466,-95.953601,
14408,Mercy Hospital Tishomingo,-96.6747688,34.2225519,34.222552,-96.674769,
14409,Newman Memorial Hospital,-99.8820334,36.2678695,36.26787,-99.882033,
14410,Rolling Hills Hospital,-96.6273606,34.7846469,34.784647,-96.627361,
14411,Prague Municipal Hospital,-96.6841201,35.4903845,35.490385,-96.68412,
14412,Jackson County Memorial Hospital,-99.3180382,34.6352253,34.635225,-99.318038,
14413,Elkview General Hospital,-99.0984796,35.0377022,35.037702,-99.09848,
14414,Willow Crest Hospital,-94.879021,36.872613,36.872613,-94.879021,
14415,Memorial Hospital and Physician Group,-99.013389,34.4037645,34.403765,-99.013389,
14416,Mercy Hospital - Ada,-96.6334052,34.7781827,34.778183,-96.633405,
14417,Mc Curtain Memorial Hospital,-94.811072,33.8830263,33.883026,-94.811072,
14418,Medical Center of Southeastern Oklahoma,-96.3936061,34.0073867,34.007387,-96.393606,
14419,Harper County Community Hospital,-99.6297825,36.8420402,36.84204,-99.629782,
14420,Jane Phillips Medical Center,-95.9385834,36.7527401,36.75274,-95.938583,
14421,Mercy Hospital - Ardmore,-97.1411355,34.1887133,34.188713,-97.141135,
14422,Kingfisher Regional Hospital,-97.936955,35.8563597,35.85636,-97.936955,
14423,Cimarron Memorial Hospital,-102.5183013,36.7286773,36.728677,-102.518301,
14424,J D McCarty Center for Children with Developmental Disabilities,-97.4073866,35.232019,35.232019,-97.407387,
14425,Mercy Hospital Watonga,-98.4186854,35.8495307,35.849531,-98.418685,
14426,Creek Nation Community Hospital,-96.3182145,35.4339308,35.433931,-96.318214,
14427,Purcell Municipal Hospital,-97.3646199,35.0284857,35.028486,-97.36462,
14428,Okeene Municipal Hospital,-98.3152009,36.1166069,36.116607,-98.315201,
14429,Drumright Medical Clinic,-96.6067906,35.9813701,35.98137,-96.606791,
14430,Kindred Hospital Oklahoma City,-97.5165022,35.4828429,35.482843,-97.516502,
14431,Integris Seminole Medical Center,-96.698463,35.2449961,35.244996,-96.698463,
14432,Pawhuska Hospital,-96.3255982,36.6735408,36.673541,-96.325598,
14433,Integris Blackwell Regional Hospital,-97.299957,36.7980587,36.798059,-97.299957,
14434,Haskell County Healthcare System,-95.1288046,35.2612613,35.261261,-95.128805,
14435,Bone and Joint Hospital at Saint Anthony,-97.5233501,35.4790855,35.479086,-97.52335,
14436,Meadowbrook Specialty Hospital of Tulsa,-95.8905061,36.1147519,36.114752,-95.890506,
14437,Integris Baptist Medical Center,-97.5766599,35.5294661,35.529466,-97.57666,
14438,Choctaw Memorial Hospital,-95.4966816,34.0123498,34.01235,-95.496682,
14439,Hillcrest Hospital Claremore,-95.6046678,36.3227284,36.322728,-95.604668,
14440,Latimer County General Hospital,-95.321484,34.9200574,34.920057,-95.321484,
14441,Integris Southwest Medical Center,-97.5332668,35.4222116,35.422212,-97.533267,
14442,Jack C Montgomery Veterans Affairs Medical Center,-95.4143298,35.7650731,35.765073,-95.41433,
14443,Cushing Regional Hospital,-96.7568816,35.9786962,35.978696,-96.756882,
14444,Claremore Indian Hospital,-95.6293489,36.3162091,36.316209,-95.629349,
14445,Bristow Medical Center,-96.4015965,35.8336975,35.833698,-96.401596,
14446,Integris Bass Baptist Health Center,-97.8868404,36.3903822,36.390382,-97.88684,
14447,Mangum Community Hospital,-99.5010598,34.8925798,34.89258,-99.50106,
14448,Saint Francis Hospital - Vinita,-95.15638,36.6537448,36.653745,-95.15638,
14449,Tahlequah City Hospital,-94.9501402,35.9137892,35.913789,-94.95014,
14450,Great Plains Regional Medical Center,-99.4262841,35.4139763,35.413976,-99.426284,
14451,Carnegie Tri - County Municipal Hospital,-98.6052274,35.1072198,35.10722,-98.605227,
14452,Henryetta Medical Center,-96.015444,35.4381547,35.438155,-96.015444,
14453,W W Hastings Indian Hospital,-94.9505247,35.9114337,35.911434,-94.950525,
14454,Muskogee Regional Medical Center,-95.405982,35.7528601,35.75286,-95.405982,
14455,Northwest Surgical Hospital,-97.5666425,35.5640616,35.564062,-97.566642,
14456,Memorial Hospital of Texas County,-101.4761793,36.6910631,36.691063,-101.476179,
14457,Sequoyah Memorial Hospital and Home Care,-94.7882018,35.46389,35.46389,-94.788202,
14458,Perry Memorial Hospital,-97.299484,36.2884,36.2884,-97.299484,
14459,Parkside Community Psychiatric Services and Hospital,-95.9701319,36.1454912,36.145491,-95.970132,
14460,Harmon Memorial Hospital,-99.914321,34.6922826,34.692283,-99.914321,
14461,Choctaw Nation Health Care Center,-95.0835967,34.7561306,34.756131,-95.083597,
14462,Integris Mayes County Medical Center,-95.3042292,36.3084387,36.308439,-95.304229,
14463,Healdton Municipal Hospital,-97.4914778,34.2228143,34.222814,-97.491478,
14464,Norman Specialty Hospital,-97.4601514,35.2323661,35.232366,-97.460151,
14465,Oklahoma Center for Orthopedic and Multi - Specialty Surgery,-97.5197637,35.3855263,35.385526,-97.519764,
14466,Surgical Hospital of Oklahoma,-97.5093,35.4056907,35.405691,-97.5093,
14467,One Core Health Specialty Hospital,-97.5341108,35.4203811,35.420381,-97.534111,
14468,Specialty Hospital of Midwest City,-97.3869022,35.4669513,35.466951,-97.386902,
14469,The Children's Hospital at OU Medical Center,-97.4969709,35.4811263,35.481126,-97.496971,
14470,Integris Canadian Valley Hospital,-97.7632519,35.4851203,35.48512,-97.763252,
14471,Select Specialty Hospital Oklahoma City,-97.5805966,35.5277305,35.527731,-97.580597,
14472,Community Hospital,-97.5705225,35.3758988,35.375899,-97.570522,
14473,Weatherford Regional Hospital,-98.6621862,35.5392858,35.539286,-98.662186,
14474,McBride Orthopedic Hospital,-97.5116498,35.5682883,35.568288,-97.51165,
14475,Lakeside Womens Hospital,-97.5837247,35.5839972,35.583997,-97.583725,
14476,Oklahoma Heart Hospital - North Campus,-97.5970761,35.6078925,35.607893,-97.597076,
14477,Oklahoma Spine Hospital,-97.5833127,35.6144767,35.614477,-97.583313,
14478,Foundation Bariatric Hospital of Oklahoma,-97.4996622,35.6350406,35.635041,-97.499662,
14479,Stroud Regional Medical Center,-96.6829452,35.7494673,35.749467,-96.682945,
14480,Solara Hospital of Muskogee,-95.4110736,35.7520906,35.752091,-95.411074,
14481,Eastar Health System - East Campus,-95.3562883,35.7825898,35.78259,-95.356288,
14482,Stilwell Memorial Hospital,-94.6432195,35.8092893,35.809289,-94.643219,
14483,Select Specialty Hospital Tulsa,-95.9207807,36.0688558,36.068856,-95.920781,
14484,Select Specialty Hospital - Tulsa,-95.9693604,36.1470159,36.147016,-95.96936,
14485,Saint John Owasso Hospital,-95.8351503,36.2989878,36.298988,-95.83515,
14486,Bailey Medical Center,-95.8529007,36.304879,36.304879,-95.852901,
14487,Integris Bass Pavilion,-97.8740853,36.3926204,36.39262,-97.874085,
14488,Northwest Center for Behavioral Health,-99.3922111,36.4345467,36.434547,-99.392211,
14489,Integris Grove General Hospital,-94.7706406,36.5823454,36.582345,-94.770641,
14490,Beaver County Memorial Hospital,-100.516242,36.8107482,36.810748,-100.516242,
14491,Norman Regional Health System Moore Medical Center,-97.4933698,35.3322463,35.332246,-97.49337,
14492,Oklahoma University Medical Center,-97.5014417,35.4811645,35.481165,-97.501442,
14493,Jim Taliaferro Community Mental Health Center,-98.4385828,34.6032154,34.603215,-98.438583,
14494,Drumright Regional Hospital,-96.606805,35.9966847,35.996685,-96.606805,
14495,Saint Francis Hospital South,-95.857387,36.0335837,36.033584,-95.857387,
14496,Southcrest Hospital,-95.8634066,36.0354922,36.035492,-95.863407,
14497,Northeast Oklahoma Eye Institute,-95.9536337,36.0432725,36.043273,-95.953634,
14498,Oklahoma Neurospecialty Center,-95.9536337,36.0432725,36.043273,-95.953634,
14499,Oklahoma Surgical Hospital,-95.9536337,36.0432725,36.043273,-95.953634,
14500,Southwestern Regional Medical Center,-95.863187,36.0516986,36.051699,-95.863187,
14501,Tulsa Spine and Specialty Hospital,-96.0036635,36.0639484,36.063948,-96.003663,
14502,Pawnee Health Center,-96.7865509,36.3355058,36.335506,-96.786551,
14503,Chickasaw Nation Medical Center,-96.6456123,34.7313628,34.731363,-96.645612,
14504,The Urology Center of Colorado,-105.021642,39.7484314,39.748431,-105.021642,
14505,Rocky Mountain Hospital for Children at Presbyterian / Saint Luke's,-104.9655375,39.7466306,39.746631,-104.965537,
14506,Rocky Mountain Hospital for Children at Rose Medical Center,-104.9337324,39.7320741,39.732074,-104.933732,
14507,Rocky Mountain Hospital for Children at North Suburban Medical Center,-104.9855093,39.8635457,39.863546,-104.985509,
14508,Rocky Mountain Hospital for Children at Swedish Medical Center,-104.9809762,39.6540296,39.65403,-104.980976,
14509,Mescalero Indian Hospital,-105.772436,33.1587852,33.158785,-105.772436,
14510,Crownpoint Service Unit Indian Health Service Hospital,-108.1395484,35.6986883,35.698688,-108.139548,
14511,Northern Navajo Medical Center,-108.6917205,36.8052488,36.805249,-108.69172,
14512,Peak Behavioral Health Services - The Peak Psychiatric Hospital,-106.619614,31.8422447,31.842245,-106.619614,
14513,Kindred Hospital Albuquerque,-106.6375993,35.088846,35.088846,-106.637599,
14514,Raymond G Murphy Veterans Affairs Medical Center,-106.5816046,35.0548949,35.054895,-106.581605,
14515,University of New Mexico Psychiatric Center,-106.6161236,35.0906628,35.090663,-106.616124,
14516,Santa Fe Service Unit Indian Health Service Hospital,-105.9703586,35.6682158,35.668216,-105.970359,
14517,University of New Mexico Children's Psychiatric Center,-106.621435,35.0926724,35.092672,-106.621435,
14518,Acoma - Canoncito - Laguna Service Unit Indian Health Service Hospital,-107.5709464,35.0686487,35.068649,-107.570946,
14519,Heart Hospital of New Mexico at Lovelace,-106.6370561,35.0879709,35.087971,-106.637056,
14520,Presbyterian Medical Group Outpatient Clinic,-106.6559966,35.2507922,35.250792,-106.655997,
14521,Physicians Medical Center of Santa Fe,-105.9607101,35.6350669,35.635067,-105.96071,
14522,Advanced Care Hospital of Southern New Mexico,-106.7247826,32.3257203,32.32572,-106.724783,
14523,Roswell Regional Hospital,-104.5210971,33.417108,33.417108,-104.521097,
14524,Alta Vista Regional Hospital,-105.2107038,35.6233056,35.623306,-105.210704,
14525,MountainView Regional Medical Center,-106.7288033,32.3235879,32.323588,-106.728803,
14526,Presbyterian Rust Medical Center,-106.693275,35.2192891,35.219289,-106.693275,
14527,University of New Mexico Children's Hospital,-106.6175947,35.0884353,35.088435,-106.617595,
14528,Zuni - Ramah Service Unit Indian Health Service Pinehill Health Center,-108.4169722,34.8901463,34.890146,-108.416972,
14529,Sequoyah Adolescent Treatment Center,-106.6283495,35.1182392,35.118239,-106.628349,
14530,Madelia Community Hospital and Clinic,-94.4097287,44.0488051,44.048805,-94.409729,
14531,North Valley Health Center Hospital,-96.7749694,48.1945567,48.194557,-96.774969,
14532,Tri - County Hospital,-95.1340294,46.4458342,46.445834,-95.134029,
14533,Lakewood Health System Senior Campus,-94.7942562,46.3769084,46.376908,-94.794256,
14534,FirstLight Health System Hospital,-93.2908434,45.874448,45.874448,-93.290843,
14535,Mille Lacs Health System Hospital,-93.6623354,46.07274,46.07274,-93.662335,
14536,Northfield Hospital,-93.1913771,44.473515,44.473515,-93.191377,
14537,Mayo Clinic Health System Saint James - Saint James Medical Center,-94.6227259,43.9701329,43.970133,-94.622726,
14538,Lakewood Health System Main Campus,-94.7516139,46.3511902,46.35119,-94.751614,
14539,University of Minnesota Masonic Children's Hospital,-93.237442,44.9665914,44.966591,-93.237442,
14540,CentraCare Health Plaza and Surgery Center,-94.2066569,45.5830723,45.583072,-94.206657,
14541,Prairie Ridge Hospital and Health Services Morris Campus,-95.9141912,45.5880201,45.58802,-95.914191,
14542,Community Behavioral Health Hospital Annandale,-94.0999737,45.2542383,45.254238,-94.099974,
14543,Community Behavioral Health Hospital Baxter,-94.2575428,46.3592183,46.359218,-94.257543,
14544,Community Behavioral Health Hospital Saint Peter,-93.9740591,44.3507347,44.350735,-93.974059,
14545,Community Behavioral Health Hospital Rochester,-92.4560062,43.9727466,43.972747,-92.456006,
14546,Sutter Surgical Hospital North Valley,-121.6133977,39.1316219,39.131622,-121.613398,
14547,Loma Linda University Medical Center Murrieta,-117.1691947,33.6147607,33.614761,-117.169195,
14548,Loma Linda University Heart and Surgical Hospital,-117.2202224,34.0489007,34.048901,-117.220222,
14549,Lodi Memorial Hospital West,-121.3057229,38.1237924,38.123792,-121.305723,
14550,Adventist Medical Center - Hanford,-119.6670541,36.3235995,36.3236,-119.667054,
14551,Kaiser Permanente Vallejo Medical Center,-122.2484212,38.1270433,38.127043,-122.248421,
14552,Loma Linda University Medical Center,-117.2641874,34.0496675,34.049668,-117.264187,
14553,Kindred Hospital of Nashville,-86.8491675,36.1813699,36.18137,-86.849167,
14554,Memphis Veterans Affairs Medical Center,-90.0264301,35.1435012,35.143501,-90.02643,
14555,Northcrest Medical Center,-86.8869217,36.4784527,36.478453,-86.886922,
14556,Hawkins County Memorial Hospital,-83.0143775,36.399777,36.399777,-83.014377,
14557,Centennial Medical Center at Ashland City,-87.0656695,36.2771529,36.277153,-87.065669,
14558,Cumberland River Hospital,-85.5007577,36.5442405,36.544241,-85.500758,
14559,Psychiatric Hospital at Vanderbilt,-86.8039639,36.1384708,36.138471,-86.803964,
14560,Baptist Hospital of Cocke County,-83.1821599,35.9641764,35.964176,-83.18216,
14561,Livingston Regional Hospital,-85.327459,36.385189,36.385189,-85.327459,
14562,Milan General Hospital,-88.7539617,35.9124727,35.912473,-88.753962,
14563,Williamson Medical Center,-86.8196895,35.9162568,35.916257,-86.819689,
14564,Memphis Mental Health Institute,-90.0306507,35.1415302,35.14153,-90.030651,
14565,Pathways Behavioral Health Services,-88.8336372,35.6368337,35.636834,-88.833637,
14566,Tennova Healthcare - Clarksville,-87.2702575,36.5818426,36.581843,-87.270257,
14567,Baptist Memorial Hospital - Memphis,-89.8612349,35.1296704,35.12967,-89.861235,
14568,McFarland Hospital,-86.2829112,36.2032013,36.203201,-86.282911,
14569,Erlanger Bledsoe Hospital,-85.1908829,35.6206521,35.620652,-85.190883,
14570,Middle Tennessee Mental Health Institute,-86.646706,36.164748,36.164748,-86.646706,
14571,Humboldt General Hospital,-88.8953486,35.8156872,35.815687,-88.895349,
14572,Grandview Medical Center,-85.6296852,35.0470677,35.047068,-85.629685,
14573,Saint Thomas Hospital,-86.8442485,36.1294144,36.129414,-86.844248,
14574,James H Quillen VA Healthcare System,-82.3703271,36.3091017,36.309102,-82.370327,
14575,Fort Loudoun Medical Center,-84.2702559,35.8252721,35.825272,-84.270256,
14576,Erlanger East Hospital,-85.1605409,35.0225725,35.022573,-85.160541,
14577,Methodist North Hospital,-89.8927134,35.2342962,35.234296,-89.892713,
14578,Select Specialty Hospital Memphis,-89.8642445,35.0984078,35.098408,-89.864244,
14579,Johnson County Community Hospital,-81.7976496,36.4535451,36.453545,-81.79765,
14580,Hancock County Hospital,-83.2150534,36.5333715,36.533372,-83.215053,
14581,Stonecrest Medical Center,-86.5649746,35.9753388,35.975339,-86.564975,
14582,Lincoln Medical Center,-86.5552448,35.1496372,35.149637,-86.555245,
14583,Baptist Memorial Hospital Collierville,-89.7144333,35.0490937,35.049094,-89.714433,
14584,Baptist Hospital For Women,-84.1444423,35.8984233,35.898423,-84.144442,
14585,Baptist Womens Treatment Center,-86.8021996,36.1537547,36.153755,-86.8022,
14586,Howell Allen Clinic for Spinal Surgery,-86.8033649,36.1551223,36.155122,-86.803365,
14587,Parthenon Pavilion at Centennial Medical Center,-86.8105726,36.1529897,36.15299,-86.810573,
14588,Select Specialty Hospital - Knoxville,-83.9372822,35.9572646,35.957265,-83.937282,
14589,Select Specialty Hospital - North Knoxville,-83.9976039,36.0532627,36.053263,-83.997604,
14590,Indian Path Pavilion,-82.5125009,36.5533576,36.553358,-82.512501,
14591,Bristol Regional Medical Center,-82.256321,36.5852857,36.585286,-82.256321,
14592,Methodist Le Bonheur Germantown Hospital,-89.8078631,35.0900471,35.090047,-89.807863,
14593,Baptist Hospital West,-84.1444356,35.898564,35.898564,-84.144436,
14594,Methodist Fayette Hospital,-89.3637637,35.2469039,35.246904,-89.363764,
14595,The Womens Hospital at Centennial Medical Center,-86.8066787,36.1540849,36.154085,-86.806679,
